"","Temperature","RH","Precipitation","Wind Speed","FMC","DMC","DC","HAS_FIRE","Prob_fogo","HasFire_Predict"
"475",26.37348485,56.14393939,0.057536875,11.84723485,87.34144262,26.82861161,163.0050042,"not-burned",0.181009727066868,"0"
"476",25.33295455,57.46212121,0.014655619,11.41988636,87.38992237,28.64013801,168.768936,"not-burned",0.14924856548088,"0"
"477",24.91325758,59.25378788,0.007146876,8.54405303,87.43841813,30.34761963,174.4573224,"not-burned",0.129114121073981,"0"
"478",25.62462121,60.98863636,0.024787899,4.540795455,87.4869299,32.028142,180.2737542,"not-burned",0.130157355834844,"0"
"479",26.50833333,62.46969697,0.425736684,5.456287879,86.28054756,33.69919812,186.2492542,"not-burned",0.13442130739167,"0"
"480",26.23939394,69.18560606,2.282386486,9.649280303,75.77412672,30.29513641,190.5837382,"not-burned",0.0880191106396352,"0"
"481",25.42840909,69.92045455,0.833651412,9.668787879,80.06570981,31.51075977,196.3648518,"not-burned",0.0805733395488308,"1"
"482",26.5905303,64.81060606,0.147641791,7.934393939,84.47580818,33.08149796,202.3551473,"not-burned",0.127743167130409,"1"
"483",26.74621212,63.17424242,0.203550263,4.801969697,85.7678273,34.7347647,208.3734655,"not-burned",0.141175775072897,"0"
"484",26.82878788,60.56439394,0.024064165,7.167234848,86.49192365,36.51044915,214.4066473,"burned",0.166925724268125,"0"
"485",26.35643939,53.72727273,0,10.71246212,87.57487646,38.55714386,220.3548064,"not-burned",0.223607279087078,"0"
"486",25.59318182,56.31439394,0.002171203,15.27443182,87.64253076,40.43649013,226.1655791,"not-burned",0.179714548251491,"0"
"487",23.7155303,64.4469697,0.376378624,14.20909091,86.27708663,41.79187422,231.6383745,"not-burned",0.0883423369583225,"1"
"488",23.86325758,63.54166667,0.245916095,14.35356061,86.507429,43.19080927,237.1377609,"not-burned",0.0967931246033417,"0"
"489",23.85795455,63.61363636,0.840419493,11.20007576,83.88854629,44.25156893,242.6361927,"not-burned",0.0960968698828098,"0"
"490",23.95075758,56.58333333,0.000165,11.06272727,86.26991511,45.92156228,248.1513291,"not-burned",0.151299468311109,"0"
"491",24.4405303,62.8219697,0.039996414,9.272954545,86.3788818,47.38026702,253.7546245,"not-burned",0.114823509624985,"0"
"492",25.04166667,65.25378788,0.296880598,7.61280303,86.41284395,48.77527769,259.4661245,"not-burned",0.107377378869725,"1"
"493",25.5405303,61.4469697,0.203363209,5.809659091,86.56085704,50.35310463,265.26742,"not-burned",0.144591637864465,"0"
"494",25.71893939,60.98484848,0.282201501,7.557689394,86.6122726,51.96049442,271.1008291,"not-burned",0.152340858531571,"0"
"495",25.50606061,60.36363636,0.123617782,6.581287879,86.70398351,53.58056916,276.89592,"not-burned",0.156526079648179,"1"
"496",25.74924242,58.24621212,0.050304768,5.099886364,86.90847066,55.30365741,282.7347836,"not-burned",0.18320392587564,"0"
"497",26.34848485,51.68181818,8.25e-05,7.681931818,87.92074631,57.33924577,288.6815109,"not-burned",0.27307784577156,"1"
"498",25.16401515,51.6780303,0,11.77193182,88.00847623,59.28748011,294.4150336,"not-burned",0.24010995489077,"0"
"499",24.10227273,53.11742424,0,8.640492424,88.0571762,61.10165896,299.9574427,"not-burned",0.198057534386593,"0"
"500",24.41818182,52.22348485,0,6.428106061,88.11534755,62.97375703,305.5567155,"not-burned",0.217437198472008,"0"
