HAS_FIRE;Elevation;Slope;NDVI;Hydrography (m);Road (m);LULC;Pop. Density (hab/km²)
1;672,2369995;3,408869982;0,428225011;1276,790039;0;5;0,895577013
1;722,4050293;2,735500097;0,486521989;335,7770081;369,82901;4;1,103440046
1;675,3969727;1,986209989;0,561600029;3857,899902;67,97599792;5;1,103440046
1;802,7249756;1,126999974;0,464073986;2492,969971;1653,089966;2;0,895577013
1;662,3690186;1,182319999;0,581384003;3611,310059;135,9519958;5;1,103440046
1;703,572998;1,687219977;0,485332012;4060,050049;811,1680298;4;1,103440046
1;730,7299805;3,17475009;0,462826014;1856,630005;851,7369995;4;0,895577013
1;683,34198;1,920889974;0,506449997;5666,120117;438,4320068;4;1,103440046
1;707,7369995;4,581719875;0,416758001;4445,649902;838,6160278;4;1,103440046
1;815,6900024;0,932796001;0,457917988;709,0390015;2470,060059;2;0,895577013
1;716,9899902;2,511909962;0,498057991;5882,180176;1733,849976;4;1,103440046
1;710,2960205;1,095180035;0,516743004;3661,120117;969,4630127;4;1,103440046
1;697,7080078;3,090709925;0,545467019;4991,490234;1142,319946;4;1,103440046
1;702,7780151;1,999029994;0,515474975;1153,589966;135,9519958;4;0,895577013
1;796,7310181;0,787705004;0,558677971;3561,449951;2192,159912;2;0,895577013
1;665,3049927;1,12135005;0,563633978;4772,279785;85,9835968;5;1,103440046
1;801,1729736;0,98317498;0,441671014;3059,97998;997,1870117;2;0,895577013
1;748,3330078;10,35389996;0,538423002;5628,47998;914,5239868;4;1,103440046
1;711,5949707;2,250370026;0,451346993;897,6950073;916,5419922;4;0,895577013
1;733,9210205;3,879050016;0,385444999;5921,799805;474,8599854;3;1,103440046
1;686,8270264;1,517210007;0,394445002;2191,530029;203,9279938;5;0,895577013
1;696,5770264;1,405490041;0,470982999;5192,049805;96,13259888;4;1,103440046
1;693,6599731;2,9895401;0,494302988;2206,030029;151,9989929;4;0,895577013
1;724,6569824;1,904809952;0,532262981;5620,259766;1733,050049;4;1,103440046
1;689,789978;3,131269932;0,466776013;4768,209961;0;4;1,103440046
1;691,15802;1,726029992;0,53865999;3339;598,8060303;4;1,103440046
1;759,7219849;12,24479961;0,504015028;1783,51001;537,8270264;3;0,895577013
1;725,7839966;0,76285702;0,44551;759,9949951;2326,530029;4;1,103440046
1;755,6119995;4,505919933;0,483577013;6161,569824;759,9949951;3;1,103440046
1;669,7260132;1,839869976;0,442676991;4178,060059;463,0360107;4;1,103440046
1;689,3400269;2,038919926;0,479357004;1237,459961;30,39979935;5;0,895577013
1;699,2050171;2,686840057;0,505352974;6100,060059;1046,040039;4;1,103440046
1;701,3070068;2,05024004;0,474732012;231,5180054;571,1599731;4;0,895577013
1;763,7020264;14,65690041;0,53600198;5223,459961;155,0090027;3;0,895577013
1;691,5889893;1,015480042;0,446135014;2284,030029;42,9917984;5;1,103440046
1;737,4829712;7,961190224;0,532276988;5600,5;151,9989929;3;0,895577013
1;726,7789917;15,85949993;0,613390982;3816,350098;60,79959869;5;0,895577013
1;683,1389771;3,169509888;0,425610006;3303,659912;163,7079926;5;1,103440046
1;764,8070068;17,36440086;0,534178972;4687,680176;650,5839844;3;0,895577013
1;695,2249756;4,094339848;0,454539001;3788,280029;583,9609985;4;1,103440046
1;701,4310303;4,675030231;0,472918004;1611,189941;177,2599945;4;1,103440046
1;718,3099976;7,035480022;0,549852014;4236,490234;558,8930054;4;0,895577013
1;767,1879883;17,97900009;0,592733979;4124,189941;237,4299927;3;0,895577013
1;692,6630249;1,900259972;0,469350994;2477,350098;625,9699707;4;1,103440046
1;690,9660034;2,193229914;0,466250002;3487,639893;1187,150024;4;1,103440046
1;737,3250122;2,457340002;0,493856013;2218,97998;2201;4;1,103440046
1;748,3660278;1,810789943;0,444442004;3134,129883;732,1240234;4;3,511869907
1;713,9940186;0,484618008;0,527225971;5972,069824;1490,829956;4;1,103440046
1;681,1079712;2,437419891;0,465404004;4558,140137;547,1959839;4;1,103440046
1;737,8179932;8,280179977;0,501102984;6075,399902;735,2730103;3;1,103440046
1;718,9329834;2,59423995;0,499579012;1282,569946;601,8850098;4;0,895577013
1;796,5869751;1,025589943;0,428609014;2103,73999;952,1489868;4;1,103440046
1;704,9760132;4,807179928;0,481837988;3232,399902;1401,359985;4;1,103440046
1;769,9559937;5,508140087;0,490206003;4951,810059;60,79959869;4;0,895577013
1;768,9470215;2,440520048;0,452901006;4076,409912;943,8629761;4;3,511869907
1;750,9520264;0,84275502;0,442018002;2735,97998;288,3980103;4;3,511869907
1;719,5219727;5,652029991;0,441386998;2462,570068;128,9750061;4;0,895577013
1;732,3319702;6,745930195;0,420255005;2478,840088;584,7520142;4;0,895577013
1;717,7290039;8,162150383;0,568997979;4460,589844;151,9989929;5;0,895577013
1;694,5239868;1,893620014;0,407094985;2278,969971;380,9079895;4;0,895577013
1;739,1690063;3,559740067;0,409713;999,9639893;1278,599976;4;0,895577013
1;731,901001;3,889980078;0,532703996;3292,169922;1155,589966;4;1,103440046
1;714,5250244;2,213949919;0,444238991;2495,75;826,9639893;4;0,895577013
1;744,3720093;1,58671999;0,516722023;4382,740234;709,0390015;3;0,895577013
1;701,3369751;1,876459956;0,524704993;4050,47998;826,9639893;4;1,103440046
1;695,2839966;2,300770044;0,487080008;1552,77002;942,3939819;4;1,103440046
